Jelov,Jelov |,Male |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Artisan |,Non-combat |,,3,80,4
Helm,Helm |,Male |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Smith |,Non-combat |,,3,211,4
Gamel,Gamel |,Male |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Vassal |,Non-combat |,,3,563,3
Beniar,Beniar |,Male |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Adventurer |,Warrior |,,3,384,4
Gershal,Gershal | Gershal of Vaunt |,Male |,,Human |,Deceased |,Vaunt |,Izril |,Vaunt |,Soldier |,Leader | Warrior |,https://wiki.wanderinginn.com/images/c/c8/Gershal_by_Lanrae.png,3,351,4
Anith,Anith |,Male |,,Beastkin |,Alive |,Vuliel Drae |,Izril |,Liscor |,Adventurer |,Mage |,,3,260,4
Insill,Insill |,Male |,,Drake |,Alive |,Vuliel Drae |,Izril |,Liscor |,Adventurer |,Rogue |,,3,271,4
Dasha,Dasha |,Female |,,Dwarf |,Alive |,Vuliel Drae |,Izril |,Liscor |,Adventurer |,Warrior |,,3,176,4
Pekona,Pekona |,Female |,,Human |,Alive |,Vuliel Drae |,Izril |,Liscor | New Lands |,Adventurer |,Rogue |,,3,203,4
Garsine,Garsine Wallbreaker |,Female |,,Gnoll |,Alive |,Unaffiliated |,Izril |,Great Plains |,Soldier |,Warrior |,,3,92,8
Torishi,Torishi Weatherfur |,Female |,,Gnoll |,Deceased |,Weatherfur Tribe |,Izril |,Great Plains |,Chieftain |,Leader |,https://wiki.wanderinginn.com/images/b/bc/Torishi_slayed_Nokha_by_Lanrae.jpg,3,313,8
Berr,Berr | Honored Berr | Honored Berrigral | Berr the Berserker | Berrigal |,Male |,,Gnoll |,Alive |,Wild Wastes Tribe |,Izril |,Great Plains |,Soldier |,Warrior |,,3,356,8
Calvaron,Calvaron |,Male |,,Centaur |,Deceased |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,https://wiki.wanderinginn.com/images/a/ae/Calvaron_by_flauschesoeckchen.PNG,3,301,3
Teura,Teura |,Female |,83 |,Half-Elf |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,3,178,5
Viltach,Viltach | Archmage of Terandria |,Male |,45 |,Human |,Alive |,Wistram |,Wistram |,Wistram |,Archmage | Mage |,Mage |,,3,666,1
Viceria,Viceria Strongheart |,Female |,31 |,Human |,Alive |,Wistram |,Izril |,Celum |,Farmer |,Mage |,,3,297,4
Charles,Charles de Trevalier |,Male |,,Human |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,https://wiki.wanderinginn.com/images/b/bc/Charles_by_Tomeo.jpg,3,141,3
Bezale,Bezale | Bezale of Maweil | Beza |,Female |,,Minotaur |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,https://wiki.wanderinginn.com/images/0/04/Bezale_by_DemonicCriminal.jpg,3,1106,6
Valmira,Valmira |,Female |,50 |,,Deceased |,Wistram |,Wistram |,Heiste | Wistram |,Archmage | Mage |,Mage |,,3,90,5
Nekhret,Nekhret | Archmage Nekhret |,Female |,,,Deceased |,Wistram |,Wistram |,Wistram |,Archmage | Mage |,Mage |,,3,38,3
Tserre,Tserre |,Female |,5300 |,Half-Elf |,Alive |,Wistram | ,Terandria |,Erribathe |,Mage |,Mage |,,3,221,10
Telim,Telim | Magus Telim | High Mage Telim | Thief of Tables |,Male |,57 |,Human |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,3,348,1
Califor,Califor Weishart |,Female |,,Human |,Deceased |,Witches |,Izril |,Riverfarm |,Witch |,Mage |,https://wiki.wanderinginn.com/images/9/95/Califor_by_JohnDoe.jpg,3,1083,6
Mavika,Mavika | Mavika the Raven | Mavika the Crow | Margravine Mavika |,Female |,,Human |,Alive |,Witches | Unseen Empire |,Izril |,Riverfarm |,Witch |,Mage |,https://wiki.wanderinginn.com/images/c/c6/Mavika_by_JohnDoe.jpg,3,726,6
Eloise,Eloise du Havin |,Female |,,Human |,Alive |,Witches | Unseen Empire |,Izril |,Riverfarm |,Witch |,Mage |,https://wiki.wanderinginn.com/images/6/6e/Eloise_by_JohnDoe.jpg,3,680,6
Hedag,Hedag | Hedag the [Executioner] | Hedag the [Witch] |,Female |,,Human |,Alive |,Witches | Unseen Empire |,Izril |,Riverfarm |,Witch |,Warrior |,https://wiki.wanderinginn.com/images/8/83/Hedag_by_JohnDoe.jpg,3,604,6
Asale,Asale | Admiral of the Supply | Asale of Zeres |,Male |,,Drake |,Alive |,Zeres |,Izril |,Zeres |,Secretary |,Non-combat |,,3,116,8
Yerzhen,"Yerzhen | Yerzhen of Ailendamus | Yerzhen, the Bear | Bear of Ailendamus | Bear General | Bear-General of Ailendamus |",Male |,,Human |,Alive |,Ailendamus |,Terandria |,Ailendamus |,General |,Leader |,,4,105,7
Oesca,Oesca Zessoprical |,Female |,9 |,Human |,Alive |,Ailendamus |,Terandria |,Ailendamus |,Royal | Child |,Non-combat |,,4,164,8
Ivenius,Ivenius Zessoprical |,Male |,,Human |,Alive |,Ailendamus |,Terandria |,Ailendamus |,Royal | Knight | Child |,Warrior |,,4,29,8
Paterghost,Paterghost | Lady Paterghost |,Female |,1000 |,Elemental |,Alive |,Ailendamus | Immortals,Terandria |,Ailendamus | Taimaguros |,Knight |,Warrior |,,4,80,8
Gilaw,Gilaw |,Female |,63 |,Griffin |,Alive |,Ailendamus | Immortals,Terandria |,Ailendamus |,Knight |,Warrior |,,4,198,8
Regalius,Regalius du Ecte | Baron Regalius | Baron of Rules | Half-Mask |,Male |,,Human |,Alive |,Ailendamus | Order of the Hydra |,Terandria |,Ailendamus |,Noble |,Non-combat |,,4,257,8
Vorn,Vorn | Ser Vorn |,Male |,,Human |,Deceased |,Ailendamus | Order of the Thirsting Veil | Blighted Kingdom |,Terandria |,Ailendamus |,Knight |,Warrior |,,4,208,7
Tomoor,Tomoor d'Silaw | Instructor Tomoor | Warrior of death |,Male |,,Human |,Deceased |,Az'kerash |,Izril |,Bloodfields |,Adventurer |,Warrior |,,4,62,8
Oom,Oom |,Male |,10 |,Slime |,Deceased |,Az'kerash | Chosen |,Izril |,Bloodfields |,Vassal |,Warrior |,https://wiki.wanderinginn.com/images/7/72/Oom_by_vivienneblanchy.png,4,254,2
Devail,Devail |,Male |,,Undead |,Active |,Az'kerash | Chosen |,Izril |,Bloodfields |,Vassal | Soldier |,Warrior |,,4,56,7
Maviola (Undead),Maviola |,Female |,1 |,Undead |,Active |,Az'kerash |,Izril |,Bloodfields |,Vassal |,Warrior |,,4,3954,8
Lyfelt,Lyfelt | Minister Lyfelt |,Male |,,Human |,Deceased |,Belchan |,Chandrar |,Belchan |,Monarch |,Non-combat |,,4,316,6
Emessa,Emessa |,Female |,28 |,Drake |,Alive |,Blacksmith's Guild |,Izril |,Pallass | Esthelm |,Smith |,Non-combat |,,4,213,7
Hetarria,Hetarria |,Female |,,Drake |,Deceased |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Mage |,Mage |,,4,69,7
Zavarial,Zavarial |,Male |,,Half-Elf |,Deceased |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,General |,Leader | Archer |,,4,55,7
Antal,Antal Fekete |,Male |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Non-combat |,,4,35,9
Isodore,Isodore |,Female |,18 |,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Royal | Child |,Non-combat |,,4,79,4
Maxy,Maxy |,Female |,,Half-Elf |,Alive |,Bloodtear Pirates |,Sea |,Boat |,Pirate | General |,Warrior |,,4,114,8
Rosech,Rosech |,Male |,,Human |,Deceased |,Bloodtear Pirates |,Sea |,Boat |,Pirate | General |,Warrior | Leader |,,4,184,9
Contradiction,Contradiction | The Second Mind | Inventor | Far thinker | Redemption |,Nonbinary |,,Mind | Selphid,Deceased |,Bodies of Fellden | The Minds,Baleros |,Gathering Citadel |,Monarch | Artisan |,Non-combat |,,4,198,2
Calectus,Calectus |,Nonbinary |,,Selphid |,Deceased |,Bodies of Fellden | The Minds |,Baleros |,Talenqual | Gathering Citadel |,Guard |,Warrior |,,4,277,4
Stan,Stan | Crossbow Stan |,Male |,41 |,Human |,Deceased |,Unaffiliated |,Izril |,Celum |,Adventurer |,Archer |,,4,296,1
Beacle,Beacle |,Female |,14 |,Human |,Alive |,Calanfer |,Terandria |,Calanfer |,Secretary |,Non-combat |,https://wiki.wanderinginn.com/images/3/34/Saint_becca_saviour_of_the_umbral_throne.png,4,34,9
Shardele,Shardele du Marquin | Shardele the Radiant |,Female |,35 |,Human |,Alive |,Calanfer | House Marquin |,Terandria |,Calanfer |,Royal |,Non-combat |,https://wiki.wanderinginn.com/images/1/11/Shardele_by_Lanrae.jpg,4,100,8
Thilowen,Thilowen |,Male |,,Human |,Alive |,Calanfer | Thronebearers |,Terandria |,Calanfer |,Knight | General |,Warrior | Leader |,,4,62,9
Karsaeu-Dequoa,Karsaeu-Dequoa | Karsy | Karsaeu the Unmarked |,Nonbinary |,350 |,Djinni |,Alive |,Circle of Thorns |,Izril |,North Izril |,Runner |,Mage |,https://wiki.wanderinginn.com/images/a/a2/Djinni_Driver.png,4,20,7
Joreldyn,Joreldyn | Mage of Rivers |,Male |,800 |,Half-Elf |,Alive |,Claiven Earth |,Chandrar |,Claiven Earth |,Mage |,Mage |,,4,69,8
Mrell,Mrell |,Male |,29 |,Gnoll |,Alive |,Demas Metal Tribe |,Izril |,Great Plains |,Chieftain | Smith |,Non-combat |,,4,373,8
Bazeth,Bazeth |,Male |,,Demon |,Alive |,Demon Kingdom |,Rhir |,Demon Kingdom |,General | Guard |,Leader | Warrior |,,4,66,7
Rinu,Rinu | Cat |,Male |,,Human |,Alive |,Demon Kingdom |,Rhir |,Rhir | Demon Kingdom |,Layabout |,Non-combat |,,4,73,2
Kiish,Kiish |,Female |,,Human |,Alive |,Desonis |,Terandria |,Desonis |,Strategist |,Leader |,,4,165,7
Geilouna,Geilouna Desoyvel | Queen Geilouna | Queen of the Marshes | Bearer of the Crown of Waters | Bedtime Queen | Slumbering Princess | Sleepy Queen | Sovereign of Softness | Ruler of Pillows and Sheets |,Female |,,Human |,Alive |,Desonis |,Terandria |,Desonis |,Monarch | Royal |,Non-combat |,https://wiki.wanderinginn.com/images/5/5e/Sleepyqueen-by-artsynada.jpg,4,103,8
Bamer,Bamer |,Male |,,Vampire | Human |,Deceased |,Drakle Family |,Izril |,Riezmelt | Liscor |,Farmer |,Non-combat |,,4,135,6
Rivel,Rivel val Lischelle-Drakle |,Male |,,Vampire | Human |,Alive |,Drakle Family | Order of Solstice |,Izril |,Riezmelt | Liscor | The Wandering Inn |,Knight |,Warrior |,,4,168,6
Chaoisa,The Contempt of Man |,Female |,39 |,Human |,Alive |,Driver's Guild |,Izril |,North Izril |,Runner |,Non-combat |,,4,103,9
Zanze,Zanze Envergall |,Male |,,Human |,Deceased |,Driver's Guild | Order of Solstice |,Izril |,The Wandering Inn |,Runner |,Non-combat |,,4,115,9
Shauna,Shauna Solstice |,Female |,,Human |,Alive |,Earthers |,North America |,Michigan |,Artisan |,Non-combat |,,4,64,8
Flynn,Flynn Patel |,Male |,17 |,Human |,Alive |,Earthers | Wistram |,Chandrar | Wistram |,Nerrhavia's Fallen | Wistram |,Adventurer |,Warrior |,,4,162,7
Leon,Leon |,Male |,,Human |,Alive |,Earthers | Wistram |,Izril |,Invrisil | The Wandering Inn | Wistram |,Layabout |,Non-combat |,,4,150,2
George,George |,Male |,,Human |,Deceased |,Earthers | Wistram |,Wistram |,Wistram |,Layabout |,Non-combat |,,4,96,1
Firrelle,Firrelle Ekhtouch |,Female |,,Gnoll |,Deceased |,Ekhtouch Tribe |,Izril |,Great Plains |,Chieftain |,Non-combat |,,4,136,7
Prildor,Prildor Springwalker |,Male |,,Half-Elf |,Alive |,Erribathe |,Terandria |,Erribathe |,Artisan |,Non-combat |,,4,115,10
Toldos,Toldos Everight |,Male |,,Human |,Deceased |,Unaffiliated |,Izril |,North Izril |,Noble |,Warrior |,,4,70,7
Silver Pine,Silver Pine |,Nonbinary |,,Treant |,Alive |,Fae | Immortals |,Avalon |,Avalon |,Druid |,Mage |,,4,15,7
Sikeri,Sikeri'val-Toreshio-Maresssui | Sikeri the Wyrm |,Female |,,Wyrm |,Alive |,Fae | Immortals |,Avalon |,Avalon |,Noble |,Mage |,,4,118,7
Heorth,Heorth Dorribaum |,Male |,,Djinni |,Alive |,Fissival |,Izril |,Fissival |,Slave | Intellect |,Mage |,,4,23,9
Vors,Vors |,Male |,,Drake |,Alive |,Fissival |,Izril |,Fissival |,General |,Leader |,,4,152,8
Dorigal,Dorigal |,Male |,,Drake |,Alive |,Fissival |,Izril |,Fissival |,Noble | Mage |,Mage |,,4,29,9
Hexa,Hexa | Supreme Magi-General Hexa | Supreme General Hexa | General Hexa |,Female |,,Drake |,Alive |,Fissival |,Izril |,Fissival |,Monarch |,Mage | Leader |,,4,51,8
Holdnose,Holdnose |,Male |,7 |,Goblin |,Alive |,Flooded Waters Tribe |,Izril |,Riverfarm |,Artisan |,Non-combat |,,4,18,7
Gloriam,Gloriam | Gloriam | Gloriam the Invincible |,Nonbinary |,,Selphid |,Alive |,Forgotten Wing Company |,Baleros |,Elvallian |,Soldier |,Leader | Warrior |,,4,167,8
Archer B12,Archer B12 | B12 |,Male |,,Antinium |,Alive |,Free Antinium |,Izril |,Liscor |,Soldier |,Archer |,,4,70,7
Touma,Touma the Great |,Male |,,Antinium |,Alive |,Free Antinium | Fellowship of the Inn |,Izril |,Liscor |,Soldier |,Warrior |,,4,62,8
Goat,Goat |,Male |,,Antinium |,Deceased |,Free Antinium | Painted Antinium |,Izril |,Liscor |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/3/39/Antinium_goat_by_mg.jpg,4,218,1
Grass Shell,Grass Shell |,Male |,,Antinium |,Alive |,Free Antinium | Painted Antinium | Fellowship of the Inn |,Izril |,Liscor |,Shaman | Artisan |,Mage |,,4,24,8
Khoteizetrough,Khoteizetrough |,Female |,4000 |,Elemental |,Deceased |,Gaarh Marsh Tribe | Immortals |,Izril |,Great Plains |,Guard |,Warrior |,https://wiki.wanderinginn.com/images/b/bd/Khoteizetrough-by-Enuryn.jpg,4,72,8
Etrogaer,Etrogaer | Lord Etrogaer |,Male |,,Human |,Alive |,Unaffiliated |,Terandria |,Golaen |,Guard |,Warrior |,,4,86,9
Bastiom,Bastiom |,Male |,,Dullahan |,Deceased |,Gravetender's Fist |,Baleros |,Talenqual |,Soldier |,Warrior |,,4,31,4
Dawson,Dawson |,Male |,,Human |,Alive |,Gravetender's Fist | United Nations | Bushrangers | Earthers,Baleros |,Talenqual |,Adventurer |,Warrior |,,4,225,6
Aiko,Aiko Nonomura |,Female |,22 |,Human |,Alive |,Gravetender's Fist | United Nations | Earthers,Baleros |,Talenqual |,Doctor |,Non-combat |,,4,446,4
Thornst (Halfseekers),Thornst |,Male |,,Half-Elf |,Deceased |,Halfseekers |,Izril |,North Izril |,Adventurer |,Archer |,,4,70,5
Calliope,Calliope |,Female |,50 |,Human |,Alive |,Hellios |,Chandrar |,Hellios |,Monarch | Royal |,Non-combat |,,4,59,4
Shallel,Shallel Byres |,Female |,,Human |,Alive |,House Byres |,Izril |,Byers' Lands |,Noble |,Non-combat |,,4,59,7
Yderigrisel,Yderigrisel | Silver Dragonknight |,Male |,,Dragon |,Deceased |,House Byres | Immortals,Izril |,Byers' Lands |,Knight |,Warrior |,https://wiki.wanderinginn.com/images/e/e3/Knight_Dragon_by_Lanrae.png,4,79,7
Fulviolo,Fulviolo El |,Male |,70 |,Human |,Deceased |,House El |,Izril |,North Izril |,Noble |,Non-combat |,,4,34,4
Khedal,Khedal | Prince Khedal | Strong Sea Cow |,Male |,55 |,Minotaur |,Alive |,House of Minos |,Isles |,Isle of Minos |,Royal |,Warrior |,,4,313,1
Zeomtoril,Zeomtoril | Zeom |,Male |,,Human |,Alive |,House Reinhart |,Izril |,North Izril |,Enchanter |,Non-combat |,,4,141,9
Cecille,Cecille Reinhart |,Female |,,Human |,Alive |,House Reinhart |,Izril |,First Landing |,Noble |,Non-combat |,,4,84,4
Aleieta,Aleieta Reinhart |,Female |,,Human |,Deceased |,House Reinhart |,Izril |,First Landing |,Noble |,Non-combat |,,4,29,9
Uziel,Uziel |,Male |,,Agelum |,Alive |,House Shoel | Immortals,Terandria |,Ailendamus |,Noble |,Warrior |,,4,24,8
Razia,Razia | Razille | Razize | Ratiez the Blade |,Female |,,Agelum |,Deceased |,House Shoel | Immortals,Terandria |,Ailendamus |,Noble |,Warrior |,,4,118,8
Lectara,Lectara |,Female |,,Human |,Alive |,House Terland |,Izril |,First Landing |,Soldier |,Leader |,,4,27,9
Buscrei,Buscrei Veltras |,Female |,,Human |,Alive |,House Veltras |,Izril |,Veltras Lands |,Noble |,Archer |,,4,247,8
Kilmet,Kilmet |,Male |,,Human |,Alive |,House Veltras |,Izril |,North Izril |,Secretary |,Non-combat |,,4,59,5
Ullim,Ullim |,Male |,62 |,Human |,Alive |,House Veltras |,Izril |,Veltras Lands |,Secretary |,Non-combat |,,4,298,4
Welca,Welca Caveis |,Female |,,Human |,Alive |,House Walchais | Knights of the Petal |,Izril |,North Izril |,Knight |,Warrior |,https://wiki.wanderinginn.com/images/f/f4/Welca_Portrait_by_Zamberz.jpeg,4,222,4
Kerrig,Kerrig Louis |,Male |,40 |,Human |,Deceased |,House Walchais | Knights of the Petal |,Izril |,North Izril |,Knight |,Warrior |,,4,389,4
Truvia,Truvia Cartiil | Dame Truvia | Lady Truvia |,Female |,,Human |,Deceased |,House Walchais | Knights of the Petal |,Izril |,North Izril |,Knight |,Warrior |,,4,101,5
Etril,Etril Wellfar | Waveleader of Wellfar |,Male |,,Human |,Alive |,House Welfar |,Izril |,First Landing |,Noble | Sailor |,Leader |,,4,222,7
Hetessana,Hetessana Wellfar |,Female |,57 |,Human |,Alive |,House Wellfar | House Terland |,Izril |,First Landing |,Noble |,Non-combat |,,4,47,7
Tagil,Tagil |,Male |,,Human |,Deceased |,Hunter's Guild |,Terandria |,Noelictus |,Soldier |,Archer |,,4,95,6
Dellic,Dellic | Armsmaster Dellic |,Male |,,Human |,Alive |,Illivere Federation | Femithain |,Chandrar |,Illivere |,General |,Warrior |,,4,194,6
Alrric,Alrric Kerrfa | Coinpurse |,Male |,,Gnoll |,Alive |,Salazsar |,Izril |,Salazsar |,Secretary |,Non-combat |,https://wiki.wanderinginn.com/images/5/52/Alrric_Inntober_2021.jpg,4,562,6
Khetieve,Khetieve | Khetieve-Xool | Dragonlord of Waves | Dragonlord of Waters | Waterboy |,Male |,3000 |,Dragon |,Deceased |,Immortals |,Sea |,Diotria |,Noble | Monarch |,Mage | Warrior |,,4,22,8
Timewalker,Timewalker | Timewalker | Devourer of Gods | Devourer of Time | Great Devourer |,Nonbinary |,,Seamwalker |,Deceased |,Immortals |,Baleros |,Kasignel |,God |,God |,https://wiki.wanderinginn.com/images/d/d2/Seamwalkers-by-pkay.png,4,61,8
Zessoprica,Zessoprica | Sovereign of Sands | Great Zossoprica of Chandrar | Wyrm Queen of the Withering Age |,Female |,14000 |,Wyrm |,Deceased |,Immortals |,Chandrar |,Zeikhal |,Monarch |,Mage |,,4,10,8
Geril,Geril |,Male |,,Human |,Jecrass |,Jecrass |,Chandrar |,Jecrass |,Secretary |,Non-combat |,,4,175,6
Svinta,Svinta | Warden Svinta |,Female |,,Human |,Alive |,Jecrass |,Chandrar |,Jecrass |,Noble |,Warrior |,,4,35,8
Novakya,Novakya | Griffin Queen |,Female |,,Human |,Alive |,Kaliv |,Terandria |,Kaliv |,Monarch | Royal |,Non-combat |,,4,65,6
Pewerthe,Pewerthe |,Female |,25 |,Human |,Alive |,Khelt |,Chandrar |,Khelt |,Artisan |,Non-combat |,,4,140,8
Xierca,Xierca | Glorious Queen Xierca |,Female |,1300 |,String Person | Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,4,81,8
Heris,Heris | Queen Heris the Second | Scorpion of Khelt | Great Avenger of Ger |,Female |,,String Person | Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,4,33,8
His-Xe,His-Xe | King His-Xe the Serpent KingViper-King of Khelt |,Male |,,String Person | Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,4,46,8
Emrist,Emrist | Queen Emrist of Khelt | The Pactmaker |,Female |,,Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,4,42,8
Razzimir,Razzimir |,Male |,,Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,4,20,8
Hecrelunn,Hecrelunn | Vizir Hecrelunn | Little Brother-King | Exalted King | Reclaimer of Chandrar |,Male |,,Undead |,Active |,Khelt |,Chandrar |,Khelt |,Vassal | Monarch | Mage |,Mage |,,4,255,8
Teliv,Teliv Witherscale |,Male |,,Drake |,Alive |,Liscor |,Izril |,Liscor |,Ambassador |,Non-combat |,,4,87,6
Tismel,Tismel Lischscale |,Male |,,Drake |,Alive |,Liscor |,Izril |,Liscor |,Artisan | Mayor |,Non-combat |,https://wiki.wanderinginn.com/images/7/75/Tismel_by_DemonicCriminal.jpg,4,159,6
Crusader 57,Crusader 57 | Crusader 57-7 |,Male |,,Antinium |,Alive |,Liscor | Free Antinium |,Izril |,Liscor |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/0/09/Crusader_57_by_son.chapo.jpg,4,174,8
Crusader 53,Crusader 53 |,Male |,,Antinium |,Alive |,Liscor | Free Antinium |,Izril |,Liscor |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/0/03/Templar_53_by_Lanrae.png,4,144,8
Bearclaw,Bearclaw | Bearclaw |,Female |,,Gnoll |,Deceased |,Liscor's Dungeon | ,Izril |,Liscor |,Crime |,Warrior |,https://wiki.wanderinginn.com/images/5/5a/Bearclaw_by_Lire.png,4,216,6
Vell,Vell |,Female |,,Drake |,Alive |,Liscorian Army | Liscor |,Izril |,Liscor |,Soldier |,Leader |,,4,148,6
Gna,Gna |,Female |,,Gnoll |,Alive |,Liscorian Army | Liscor | Fellowship of the Inn |,Izril |,Liscor | Great Plains |,Soldier |,Leader |,,4,190,6
Bekia,Bekia |,Female |,,Gnoll |,Deceased |,Magnolia Reinhart |,Izril |,Invrisil |,Chieftain | Maid |,Non-combat |,,4,91,4
Seelaw,Seelaw Ya |,Male |,,Garuda |,Alive |,Loquea Dree |,Chandrar |,Zeikhal |,Ambassador |,Warrior |,,4,74,8
Leka,Leka Thri |,Male |,,Garuda |,Alive |,Loquea Dree |,Chandrar |,Zeikhal |,Ambassador |,Warrior |,,4,185,8
Aria,Aria Fellstrider | Bannermare of Baleros | Battle Hymnist |,Female |,,Centaur |,Alive |,Unaffiliated |,Baleros |,Maelstrom's Howling |,General |,Leader |,,4,14,6
Sacra,Sacra | Odveig |,Female |,24 |,Human |,Deceased |,Magnolia Reinhart |,Izril |,Riverfarm |,Maid | Adventurer | Assassin |,Rogue |,,4,325,3
Cirille,Cirille Bitterclaw |,Female |,,Drake |,Deceased |,Manus |,Izril |,Manus |,General |,Leader |,,4,671,4
Aldonss,Aldonss |,Male |,,Drake |,Deceased |,Manus |,Izril |,Manus |,Noble |,Mage |,,4,150,6
Ferris,Ferris Thycarl | Ferris Seftpaw |,Male |,,Gnoll |,Alive |,Manus |,Izril |,Manus |,Crime |,Rogue |,,4,209,7
Makhir,Makhir | Hunt Commander Makhir |,Male |,,Gnoll |,Alive |,Manus |,Izril |,Manus |,Noble | ,Warrior |,,4,159,6
Shellc,Shellc |,Male |,,Drake |,Alive |,Manus | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Soldier |,Leader |,,4,113,7
Kissilt,Kissilt |,Male |,,Drake |,Alive |,Manus | Titan's School | ,Baleros |,Elvallian |,Strategist |,Leader |,,4,213,6
Thallisa,Thallisa |,Female |,,,Alive |,Witches |,Izril |,Riverfarm |,Witch |,Mage |,https://wiki.wanderinginn.com/images/1/1c/Thallisa_by_Onion.png,4,67,10
Frieke,Frieke | Falcon | Falcon of Medain | Frieke of Medain | Frieke of Khelt |,Female |,,Dullahan |,Alive |,Medain | Khelt |,Chandrar |,Medain | Khelt |,Adventurer |,Archer |,,4,112,8
Zalaiss,Zalaiss Holmfyre |,Female |,,Drake |,Alive |,Unaffiliated |,Izril |,Liscor |,Merchant | Mayor |,Non-combat |,,4,101,6
Shurein,Shurein | Abbot Shurein |,Male |,75 |,String Person |,Alive |,Unaffiliated |,Chandrar |,Sottheim |,General |,Warrior |,,4,37,8
Noears,Noears |,Male |,,Goblin |,Deceased |,Mountain City Tribe | Flooded Waters Tribe |,Izril |,North Izril |,Mage |,Mage |,https://wiki.wanderinginn.com/images/b/b8/Noears.png,4,293,3
Quietstab,Quietstab |,Male |,,Hobgoblin | Goblin |,Deceased |,Mountain City Tribe | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Rogue |,,4,106,5
Merindue,Merindue |,Female |,,String Person |,Deceased |,Nerrhavia's Fallen |,Chandrar |,Nerrhavia's Fallen | ,Monarch | Royal |,Leader |,,4,85,8
Ducaz,Ducaz | Magistrate Ducaz |,Male |,,String Person |,Alive |,Nerrhavia's Fallen |,Chandrar |,Nerrhavia's Fallen |,Mayor |,Non-combat |,,4,59,8
Salvia,Salvia |,Female |,,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Soldier |,Leader |,,4,97,4
Solton,Solton | Ser Solton |,Male |,41 |,Human |,Alive |,Order of Haegris |,Terandria |,Pheislant |,Knight |,Warrior |,,4,266,8
Venoriat,Venoriat | Fall's Sentinel |,Male |,62 |,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Mage |,,4,113,6
Greysten,Greysten | Summer's Champion |,Male |,47 |,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,4,653,6
Voost,Voost | Dame Voost |,Female |,,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,4,122,8
Lorell,Ser Lorell |,Male |,,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,4,218,6
Thornst (Knight),Ser Thornst |,Male |,,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,4,90,5
Eldein,Ser Eldein |,Male |,,Human |,Deceased |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,4,203,6
Calirn,Calirn |,Male |,52 |,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight | General |,Warrior | Leader |,,4,292,6
Chorisa,Chorisa |,Female |,,Human |,Alive |,Order of the Thirsting Veil |,Terandria |,Ailendamus |,Knight |,Warrior |,,4,101,8
Shaerrha,Shaerrha Brasswing | First Gardener | Grand Gardener | The Gardener of Oteslia |,Female |,,Drake |,Alive |,Oteslia |,Izril |,Oteslia |,Monarch |,Non-combat |,,4,273,7
Kenva,Kenva |,Female |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,Child |,Non-combat |,,4,121,9
Werdin,Werdin Blackwing |,Male |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,Noble |,Non-combat |,,4,13,7
Zassil,Zassil |,Male |,,Drake |,Deceased |,Pallass |,Izril |,Pallass |,Adventurer |,Warrior |,,4,55,5
Kel,Kel |,Male |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,Guard |,Warrior |,,4,204,6
